"","Respondent_ID_2016","year","vote_house","importance_taxation","importance_immigration","importance_education","importance_environment","importance_debt","importance_health","importance_refugees","importance_climate","importance_superannuation","importance_economy","party_taxation","party_immigration","party_education","party_environment","party_debt","party_health","party_refugees","party_climate","party_superannuation","party_economy","issue_importance","issue_importance2","qualifications","sex","age","birth_country","religion","social_class","living_status","annual_income","PCODE"
"79","1552432","2019","Labor","Not Very Important","Extremely Important","Quite Important","Extremely Important","Not Very Important","Quite Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Liberal","Labor","Labor","Labor","No Difference","Liberal","Labor","Labor","Liberal","No Difference","Environment","Economy","Bachelor","Male",63,"ESB","Anglican","Middle","Major City",">180,000","2041"
"80","1565572","2016","Labor","Extremely Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Liberal","Labor","Labor","Labor","Liberal","Labor","Labor","Labor","Liberal","Liberal","Health","Environment","Associate Diploma","Female",42,"Australia","Roman Catholic","Middle","Major City","120,001-130,000","2042"
"81","1565572","2019","Labor","Extremely Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Health","Education","Postgraduate","Female",45,"Australia","Roman Catholic","Middle","Major City","110,001-120,000","2042"
"82","1572867","2019","Labor","Quite Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Quite Important","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","Immigration","Economy","Trade","Female",64,"Australia","Roman Catholic","Working","Small Country Town","50,001-60,000","2502"
"83","1575638","2019","Labor","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Liberal","Liberal","Labor","Labor","Liberal","Labor","Liberal","Labor","Liberal","Liberal","Environment","Climate","Bachelor","Male",41,"Australia","No Religion","Working","Major City","150,001-160,000","2260"
"84","1593831","2016","Labor","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Labor","Labor","Labor","Labor","Liberal","Labor","Labor","Labor","Labor","Labor","Health","Environment","No Qualification","Female",21,"Australia","No Religion","Working","Major City","<10,000","2500"
"85","1593831","2019","Labor","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Labor","Labor","Labor","Labor","Liberal","Labor","Labor","Labor","Labor","Liberal","Climate","Refugees","Bachelor","Female",24,"Australia","No Religion","Working","Major City","40,001-45,000","2500"
"86","1602802","2016","Labor","Extremely Important","Extremely Important","Extremely Important","Quite Important","Not Very Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Quite Important","Labor","No Difference","Labor","No Difference","Labor","Labor","No Difference","No Difference","Labor","No Difference","Superannuation","Economy","Trade","Male",62,"Australia","Anglican","Working","Major City","60,001-70,000","2286"
"87","1627715","2016","Labor","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Labor","No Difference","Liberal","Labor","Liberal","Liberal","No Difference","Labor","Labor","Liberal","Superannuation","Education","Postgraduate","Male",68,"Australia","Roman Catholic","Middle","Major City","35,001-40,000","4075"
"88","1627715","2019","Labor","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Labor","No Difference","Labor","Labor","No Difference","No Difference","No Difference","Labor","No Difference","No Difference","Environment","Health","Postgraduate","Male",71,"Australia","Roman Catholic","Middle","Major City","35,001-40,000","4075"
"89","1633640","2016","Labor","Extremely Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Quite Important","Labor","No Difference","Labor","No Difference","No Difference","Labor","No Difference","Labor","Labor","No Difference","Environment","Climate","Postgraduate","Female",62,"ESB","No Religion","Middle","Major City","150,001-160,000","4165"
"90","1633640","2019","Labor","Quite Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Liberal","Labor","Labor","Labor","Labor","Labor","Liberal","Labor","Liberal","Labor","Environment","Climate","Postgraduate","Female",65,"ESB","No Religion","Middle","Major City",">180,000","4165"
"91","1640365","2016","Labor","Quite Important","Not Very Important","Not Very Important","Not Very Important","Not Very Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Quite Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Health","Education","Trade","Male",62,"Australia","Anglican","Working","Major City","50,001-60,000","4305"
"92","1640365","2019","Labor","Quite Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Environment","Climate","Trade","Male",65,"Australia","Anglican","Working","Major City","50,001-60,000","4305"
"93","1654531","2016","Labor","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Labor","Labor","Liberal","Labor","Labor","Labor","Labor","Liberal","Labor","Liberal","Superannuation","Taxation","Undergraduate","Female",51,"Australia","Roman Catholic","Middle","Rural",">180,000","4183"
"94","1654531","2019","Labor","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Liberal","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Health","Taxation","Postgraduate","Female",54,"Australia","Roman Catholic","Middle","Rural",">180,000","4183"
"95","1660932","2019","Labor","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Climate","Economy","Non-Trade","Male",50,"NESB","No Religion","Working","Major City","60,001-70,000","4077"
"96","1686678","2016","Labor","Quite Important","Quite Important","Extremely Important","Quite Important","Not Very Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Labor","Labor","Labor","No Difference","Labor","Labor","Liberal","No Difference","Labor","No Difference","Health","Education","Associate Diploma","Female",44,"Australia","Anglican","Middle","Major City","130,001-140,000","4213"
"97","1689995","2019","Labor","Extremely Important","Quite Important","Not Very Important","Quite Important","Quite Important","Quite Important","Not Very Important","Quite Important","Extremely Important","Extremely Important","Liberal","No Difference","Labor","Labor","Labor","No Difference","Liberal","Labor","Liberal","No Difference","Economy","Taxation","Non-Trade","Female",60,"Australia","Non-Christian Other","Middle","Small Country Town","90,001-100,000","4805"
"98","1706073","2016","Labor","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Health","Education","Postgraduate","Male",67,"ESB","Roman Catholic","Middle","Major City","30,001-35,000","4870"
