"","Respondent_ID_2016","year","qualifications","sex","age","birth_country","religion","social_class","living_status","annual_income","PCODE"
"293","1575638","2016","Postgraduate","Male",38,"Australia","No Religion","Middle","Major City",">180,000","2260"
"294","1575638","2019","Bachelor","Male",41,"Australia","No Religion","Working","Major City","150,001-160,000","2260"
"295","1579964","2016","No Qualification","Female",19,"Australia","No Religion","Middle","Major City","50,001-60,000","2212"
"296","1579964","2019","No Qualification","Female",22,"Australia","Roman Catholic","Middle","Major City","50,001-60,000","2212"
"297","1581698","2019","Bachelor","Male",68,"ESB","Christian","Middle","Small Country Town","90,001-100,000","2315"
"298","1581698","2016","Bachelor","Male",65,"ESB","Anglican","Middle","Small Country Town","90,001-100,000","2315"
"299","1593831","2016","No Qualification","Female",21,"Australia","No Religion","Working","Major City","<10,000","2500"
"300","1593831","2019","Bachelor","Female",24,"Australia","No Religion","Working","Major City","40,001-45,000","2500"
"301","1602802","2016","Trade","Male",62,"Australia","Anglican","Working","Major City","60,001-70,000","2286"
"303","1613666","2016","Non-Trade","Female",64,"Australia","Roman Catholic","Working","Major City","15,001-20,000","4020"
"304","1613666","2019","Non-Trade","Female",67,"Australia","Roman Catholic","Working","Major City","25,001-30,000","4020"
"305","1618522","2016","Bachelor","Male",76,"Australia","Methodist","Middle","Major City","35,001-40,000","4303"
"306","1618522","2019","Bachelor","Male",79,"Australia","Methodist","Middle","Large Town","25,001-30,000","4303"
"307","1622390","2019","Trade","Male",76,"Australia","Roman Catholic","Middle","Major City","25,001-30,000","4061"
"308","1622390","2016","Trade","Male",73,"Australia","Roman Catholic","Middle","Major City","30,001-35,000","4061"
"309","1623864","2016","Postgraduate","Female",61,"Australia","Christian","Middle","Major City","50,001-60,000","4122"
"310","1623864","2019","Postgraduate","Female",64,"Australia","Christian","Middle","Major City","60,001-70,000","4122"
"311","1627715","2016","Postgraduate","Male",68,"Australia","Roman Catholic","Middle","Major City","35,001-40,000","4075"
"312","1627715","2019","Postgraduate","Male",71,"Australia","Roman Catholic","Middle","Major City","35,001-40,000","4075"
"313","1627988","2016","No Qualification","Female",67,"Australia","Anglican","None","Major City","15,001-20,000","4133"
"314","1627988","2019","No Qualification","Female",70,"Australia","Anglican","None","Major City","10,001-15,000","4133"
"315","1632643","2019","No Qualification","Male",75,"Australia","No Religion","Middle","Rural","<10,000","4520"
"316","1632643","2016","No Qualification","Male",72,"Australia","No Religion","Working","Rural","35,001-40,000","4520"
"318","1632700","2019","Non-Trade","Female",60,"Australia","Methodist","Working","Major City","60,001-70,000","4223"
"319","1633640","2016","Postgraduate","Female",62,"ESB","No Religion","Middle","Major City","150,001-160,000","4165"
"320","1633640","2019","Postgraduate","Female",65,"ESB","No Religion","Middle","Major City",">180,000","4165"
"321","1633933","2016","Postgraduate","Female",52,"Australia","Lutheran","Middle","Rural","140,001-150,000","4352"
"322","1633933","2019","Postgraduate","Female",55,"Australia","Lutheran","Middle","Rural","140,001-150,000","4352"
"323","1635647","2019","Trade","Male",60,"Australia","No Religion","Middle","Major City","160,001-180,000","4074"
"324","1635647","2016","Trade","Male",57,"Australia","Anglican","Middle","Major City","160,001-180,000","4074"
"325","1638582","2016","No Qualification","Female",75,"ESB","Anglican","Working","Major City","25,001-30,000","4122"
"326","1638582","2019","No Qualification","Female",78,"ESB","Anglican","Working","Large Country Town","30,001-35,000","4122"
"327","1640365","2019","Trade","Male",65,"Australia","Anglican","Working","Major City","50,001-60,000","4305"
"328","1640365","2016","Trade","Male",62,"Australia","Anglican","Working","Major City","50,001-60,000","4305"
"329","1654531","2019","Postgraduate","Female",54,"Australia","Roman Catholic","Middle","Rural",">180,000","4183"
"330","1654531","2016","Undergraduate","Female",51,"Australia","Roman Catholic","Middle","Rural",">180,000","4183"
"331","1656807","2019","Bachelor","Male",68,"Australia","Methodist","Middle","Major City","50,001-60,000","4152"
"332","1656807","2016","Bachelor","Male",65,"Australia","Presbyterian","Middle","Major City","50,001-60,000","4152"
"333","1658137","2016","No Qualification","Male",62,"Australia","Anglican","Middle","Rural",">180,000","4417"
"334","1658137","2019","Non-Trade","Male",65,"Australia","No Religion","Working","Rural","80,001-90,000","4417"
"335","1659419","2019","Bachelor","Male",66,"Australia","No Religion","Middle","Major City",">180,000","4350"
"336","1659419","2016","Bachelor","Male",63,"Australia","Roman Catholic","Middle","Major City","150,001-160,000","4350"
"337","1660932","2016","No Qualification","Male",47,"NESB","No Religion","Working","Major City","45,001-50,000","4077"
"338","1660932","2019","Non-Trade","Male",50,"NESB","No Religion","Working","Major City","60,001-70,000","4077"
"339","1661160","2016","Trade","Male",68,"Australia","Methodist","Working","Major City","50,001-60,000","4500"
"340","1661160","2019","Trade","Male",71,"Australia","No Religion","Working","Major City","30,001-35,000","4500"
"341","1668440","2016","No Qualification","Female",73,"Australia","Anglican","Middle","Small Country Town","30,001-35,000","4615"
"343","1681035","2019","Postgraduate","Male",71,"Australia","Anglican","Middle","Large Country Town","90,001-100,000","4740"
"344","1681035","2016","Postgraduate","Male",68,"Australia","Anglican","Middle","Rural","90,001-100,000","4740"
"345","1686678","2016","Associate Diploma","Female",44,"Australia","Anglican","Middle","Major City","130,001-140,000","4213"
"346","1686678","2019","Associate Diploma","Female",47,"Australia","Anglican","Working","Major City","80,001-90,000","4213"
"347","1687027","2016","No Qualification","Male",68,"Australia","Presbyterian","Middle","Major City","160,001-180,000","4300"
"348","1687027","2019","Undergraduate","Male",71,"Australia","No Religion","Middle","Major City",">180,000","4300"
"349","1689789","2016","Undergraduate","Male",51,"Australia","Roman Catholic","Middle","Major City","70,001-80,000","4152"
"350","1689789","2019","Associate Diploma","Male",54,"Australia","Roman Catholic","Working","Major City","80,001-90,000","4152"
"351","1689995","2019","Non-Trade","Female",60,"Australia","Non-Christian Other","Middle","Small Country Town","90,001-100,000","4805"
"352","1689995","2016","Non-Trade","Female",57,"Australia","Other","Middle","Small Country Town","80,001-90,000","4805"
"353","1691928","2016","Associate Diploma","Female",66,"Australia","Christian","Middle","Large Town","20,001-25,000","4020"
"354","1691928","2019","Associate Diploma","Female",69,"Australia","Christian","Middle","Large Town","20,001-25,000","4020"
"355","1697458","2016","Non-Trade","Female",79,"Australia","Buddhist","None","Rural","10,001-15,000","4552"
"356","1697458","2019","Non-Trade","Female",83,"Australia","Buddhist","Working","Rural","<10,000","4552"
"357","1701620","2016","Non-Trade","Female",49,"ESB","Anglican","Middle","Major City",">180,000","4151"
"358","1701620","2019","Associate Diploma","Female",52,"ESB","Anglican","Middle","Major City",">180,000","4151"
"359","1704046","2016","Associate Diploma","Male",70,"Australia","Roman Catholic","Middle","Rural","50,001-60,000","4819"
"360","1704046","2019","Associate Diploma","Male",73,"Australia","Roman Catholic","Middle","Major City","100,001-110,000","4819"
"361","1706073","2019","Postgraduate","Male",70,"ESB","Roman Catholic","Middle","Major City","25,001-30,000","4870"
"362","1706073","2016","Postgraduate","Male",67,"ESB","Roman Catholic","Middle","Major City","30,001-35,000","4870"
"363","1713933","2016","Trade","Female",51,"Australia","Roman Catholic","Middle","Major City","160,001-180,000","4350"
"365","1729126","2016","No Qualification","Male",64,"Australia","Anglican","Middle","Major City","50,001-60,000","4217"
"366","1729126","2019","Bachelor","Male",67,"Australia","Anglican","Middle","Major City","130,001-140,000","4217"
"367","1735779","2016","Postgraduate","Female",39,"ESB","Presbyterian","Middle","Major City",">180,000","4020"
"368","1735779","2019","Postgraduate","Female",42,"ESB","No Religion","Middle","Major City",">180,000","4020"
"369","1740267","2019","Associate Diploma","Female",54,"Australia","Roman Catholic","Middle","Major City",">180,000","4113"
"371","1742241","2016","Trade","Female",48,"ESB","Christian","Working","Large Town","70,001-80,000","4814"
"373","1742302","2016","Associate Diploma","Female",45,"Australia","No Religion","Working","Large Town","40,001-45,000","4570"
"374","1742302","2019","Associate Diploma","Female",48,"Australia","No Religion","Working","Large Town","60,001-70,000","4570"
"375","1747499","2016","Associate Diploma","Female",43,"Australia","Anglican","Working","Large Town","90,001-100,000","4817"
"376","1747499","2019","Associate Diploma","Female",46,"Australia","Anglican","Working","Large Town","100,001-110,000","4817"
"377","1748747","2019","No Qualification","Female",75,"Australia","Anglican","Middle","Major City","90,001-100,000","4169"
"378","1748747","2016","No Qualification","Female",72,"Australia","Anglican","Middle","Major City","80,001-90,000","4169"
"379","1749109","2016","Undergraduate","Male",65,"Australia","Roman Catholic","Middle","Small Country Town","160,001-180,000","4880"
"380","1749109","2019","Associate Diploma","Male",68,"Australia","Roman Catholic","Middle","Small Country Town","100,001-110,000","4880"
"381","1750440","2016","Associate Diploma","Female",63,"Australia","Anglican","Middle","Major City","60,001-70,000","4060"
"382","1750440","2019","Postgraduate","Female",66,"Australia","Anglican","Middle","Major City","15,001-20,000","4060"
"383","1752133","2016","Bachelor","Male",63,"ESB","No Religion","Middle","Major City","90,001-100,000","4810"
"384","1752133","2019","Bachelor","Male",66,"ESB","No Religion","Middle","Major City","100,001-110,000","4810"
"385","1758553","2016","No Qualification","Female",59,"Australia","Anglican","Working","Large Town","100,001-110,000","4655"
"386","1758553","2019","Bachelor","Female",62,"Australia","No Religion","Middle","Large Town","35,001-40,000","4655"
"387","1759978","2019","No Qualification","Female",70,"Australia","No Religion","Working","Rural","30,001-35,000","4621"
"388","1759978","2016","No Qualification","Female",67,"Australia","No Religion","None","Rural","30,001-35,000","4621"
"389","1760029","2016","No Qualification","Female",67,"Australia","Anglican","Working","Major City","70,001-80,000","4208"
"390","1760029","2019","No Qualification","Female",70,"Australia","Anglican","None","Major City","50,001-60,000","4208"
"391","1775487","2016","Undergraduate","Female",35,"Australia","Anglican","Middle","Large Town",">180,000","4350"
"392","1775487","2019","Associate Diploma","Female",38,"Australia","Anglican","Middle","Major City",">180,000","4350"
"393","1777048","2016","Non-Trade","Female",65,"Australia","Pentecostalism","Working","Major City","<10,000","4152"
"394","1777048","2019","Non-Trade","Female",68,"Australia","Pentecostalism","Middle","Major City","60,001-70,000","4152"
"397","1796243","2016","Bachelor","Female",64,"Australia","No Religion","None","Major City","120,001-130,000","4221"
"399","1797045","2016","Undergraduate","Female",49,"Australia","No Religion","None","Major City",">180,000","4054"
"400","1797045","2019","Associate Diploma","Female",52,"Australia","No Religion","Middle","Major City",">180,000","4054"
"401","1799144","2016","No Qualification","Male",69,"Australia","Roman Catholic","Working","Small Country Town","<10,000","4580"
"402","1799144","2019","No Qualification","Male",72,"Australia","Roman Catholic","None","Small Country Town","10,001-15,000","4580"
"403","1803289","2019","Trade","Male",82,"ESB","Anglican","Working","Major City","40,001-45,000","4216"
"404","1803289","2016","Trade","Male",79,"ESB","Anglican","Working","Major City","40,001-45,000","4216"
"405","1804819","2016","Postgraduate","Male",59,"NESB","Muslim","Upper","Major City",">180,000","4178"
"407","1806096","2019","No Qualification","Male",87,"Australia","Anglican","Working","Major City","10,001-15,000","4165"
"409","1811836","2019","Bachelor","Male",55,"Australia","Methodist","Middle","Major City","35,001-40,000","4814"
"410","1811836","2016","Bachelor","Male",52,"Australia","Methodist","None","Major City","15,001-20,000","4814"
"411","1816877","2019","Bachelor","Male",74,"ESB","No Religion","Middle","Small Country Town","40,001-45,000","4802"
"412","1816877","2016","Bachelor","Male",71,"ESB","No Religion","Middle","Small Country Town","35,001-40,000","4802"
"413","1823836","2016","Postgraduate","Male",36,"ESB","Roman Catholic","Middle","Rural","60,001-70,000","4124"
